State,Year,annual_avg_temp,annual_avg_rainfall,land_use (ha_bil),water use (mega ltr),labour_cost,fertiliser_cost,export_income,overall_farm_income,land_share,co2_emissions_mtco2e,agricultural_debt_aud_b,agri_insurance_cost_aud_m,avg_min_temp,avg_max_temp,avg_temp_9am,avg_temp_3pm,avg_rainfall,total_rainfall,avg_evaporation,avg_sunshine,avg_humidity_9am,avg_humidity_3pm,avg_pressure_9am,avg_pressure_3pm,avg_cloud_9am,avg_cloud_3pm,avg_wind_gust_speed,avg_wind_speed_9am,avg_wind_speed_3pm,most_common_wind_gust_dir,most_common_wind_dir_9am,most_common_wind_dir_3pm,rain_today_pct,rain_tomorrow_pct
SA,2011,20.46666964,236.7689815,0.4554,23014249,119,472,11.02,846.51,0.1,7.762,1.05,25.14,11.235847647498133,22.388125466766244,15.745067264573992,21.00254110612855,1.634841628959276,2167.8,5.474077181208053,7.362480499219969,65.51918735891648,46.46310240963855,1018.3350639578631,1016.2484939759037,4.360572012257405,4.484504132231405,40.279876638396296,15.135377711293941,18.46142322097378,SE,NNE,WSW,20.81447963800905,20.81447963800905
TAS,2011,12.88195851,1498.803613,0.27324,71313876,116,478,63.71,731.78,0.06,4.657,0.63,16.1,8.315522388059701,18.002089552238807,11.986268656716417,16.60402985074627,1.8807174887892377,1258.2,3.276047904191617,6.544477611940298,73.79222720478326,56.77245508982036,1015.7044776119403,1014.0523880597015,NA,NA,40.66716867469879,11.965671641791046,17.137518684603886,NNW,NNW,NNW,25.710014947683106,25.710014947683106
VIC,2011,16.29617611,632.6177422,0.81972,107042208,138,527,33.77,1201.72,0.18,13.971,1.89,51.82,9.568704318936877,19.959688122096882,13.471376085504343,18.544103930712858,2.3321138211382113,6884.4,3.7456575682382134,6.412671232876712,77.05310621242485,56.93504330446369,1017.8844207723035,1016.2143523143524,4.973249409913454,5.116112747160286,40.64856661045531,15.360013284623049,19.26810631229236,N,N,S,25.474254742547426,25.44037940379404
WA,2011,21.85067454,295.2465746,0.6831,46855543,114,464,13.15,908.67,0.15,11.642,1.58,25.99,12.474495491627307,23.5268669527897,17.911297250859107,21.87900386431945,2.43843102688409,5532.8,5.20179104477612,8.13739653875094,66.06878761822873,51.955737000429735,1016.7962365591397,1014.6386473429951,3.9524576954069297,4.094475580464372,42.016975308641975,15.467504332755633,19.198443579766536,E,E,SW,26.04671661524901,26.22300572939621
NSW,2012,18.79570059,625.9668224,1.139142857,132355316,134,559,42.67,1041.36,0.25,19.964,2.76,34.36,11.982571199358203,22.719027611044417,16.69598715890851,21.29064516129032,2.848345588235294,13945.5,5.01539338654504,7.572852058973055,69.9102615694165,52.50627022653722,1018.5445647167204,1015.9786983614124,4.054933875890132,4.279825737265416,38.258856770267336,13.028985507246377,17.700626642409542,SSW,SW,SE,22.569444444444446,22.5444149479273
NT,2012,27.33875012,599.7235178,0.182262857,23350264,100,396,22.37,599.15,0.04,3.194,0.44,11.86,16.62805970149254,30.50179104477612,23.38313432835821,29.10896860986547,2.5435820895522387,1704.2,7.332424242424242,9.287366818873668,51.146268656716416,34.82660687593423,1014.7604477611941,1010.9660687593423,3.2672672672672673,3.4220183486238533,40.49624060150376,15.174626865671641,19.130044843049326,ESE,SE,ESE,12.686567164179104,12.53731343283582
QLD,2012,23.49403392,695.2102992,1.002445714,121981853,139,455,45.44,1256.09,0.22,17.568,2.43,44.21,18.019940253920836,27.095366218236173,23.13883495145631,25.412835820895523,4.374439461883408,5853,5.883350253807107,7.919119119119119,66.1292008961912,58.63283582089552,1016.4824626865671,1013.3705223880597,4.02191235059761,3.91422805247225,36.25748502994012,14.032835820895523,20.094776119402987,SE,SSE,ENE,21.674140508221225,21.748878923766814
SA,2012,20.40657427,287.6297757,0.455657143,27520572,125,516,14.06,845.33,0.1,7.986,1.1,25.11,10.296489917849142,22.195746268656716,15.30806572068708,20.783844427823485,1.173056603773585,1554.3,5.762063086104007,7.886786786786787,62.73188946975355,42.52170658682635,1019.1984316654219,1017.0376215407629,4.121465968586388,4.280383795309168,42.106094808126414,15.86706497386109,19.896783844427823,W,NNE,WSW,19.0188679245283,19.004524886877828
TAS,2012,12.98709426,1554.133156,0.273394286,79418961,106,439,82.35,680.88,0.06,4.791,0.66,14.98,8.098507462686568,18.116268656716418,11.875522388059702,16.590433482810166,1.5397014925373134,1031.6,3.2644776119402983,6.21044776119403,74.11411411411412,56.30827067669173,1015.5292537313433,1013.7088191330344,NA,NA,40.58982035928144,11.243283582089552,16.952167414050823,NNW,NNW,NNW,22.686567164179106,22.686567164179106
VIC,2012,16.47931615,742.5567482,0.820182857,107735782,141,525,43.31,1241.97,0.18,14.374,1.99,38.25,8.913901791639018,19.872537313432836,13.142990033222592,18.461525704809286,1.6872702518720217,4957.2,4.149741602067183,6.700431965442765,75.75531914893617,53.702487562189056,1018.3394745593615,1016.4966799468791,5.035596026490066,5.297320656871219,42.238905572238906,15.702388852023889,20.076003982741454,N,N,N,25.833900612661676,25.833900612661676
WA,2012,21.96239238,327.4293053,0.683485714,41413962,124,432,14.31,961.88,0.15,11.978,1.66,27.51,11.514841745081267,23.28235546038544,17.360461144321093,21.628975567938276,2.061797752808989,4587.5,4.854730417090539,8.31574144486692,64.1106342393896,49.55422838031534,1017.9810025062657,1015.8250377073906,3.8744971842316973,3.8823529411764706,40.70824847250509,14.632905982905983,18.243347639484977,WSW,ENE,WSW,23.820224719101123,23.651079136690647
NSW,2013,18.92458929,541.0425287,1.139785714,107490517,149,683,31.73,1201.26,0.25,20.518,2.89,39.64,12.649340527577937,23.93472194538569,17.59227082085081,22.44496805111821,2.701583756345178,13305.3,5.755367647058823,8.023879040667362,67.0154,49.4888933360016,1017.9227345721496,1015.2648648648649,3.966166613469518,4.072269977714104,39.2916398022781,13.054,18.283972821742605,NE,NW,NE,18.903553299492387,18.907392363931763
NT,2013,27.44103552,530.2614378,0.182365714,22449572,100,419,12.16,624.93,0.04,3.283,0.46,12.37,17.62394034536892,31.902738654147104,24.080877742946708,30.557232704402516,1.9680436477007015,2525,7.787200832466181,9.02245508982036,51.86201427438541,34.14332784184514,1014.5519844357976,1010.6540077821012,3.1842650103519667,3.6343519494204424,40.583333333333336,15.012470771628994,18.08171206225681,E,E,ESE,12.314886983632112,12.39282930631333
QLD,2013,23.51752422,595.0016285,1.003011429,114450031,126,492,25.47,1255.8,0.22,18.056,2.54,44.2,18.54294205052006,27.68595839524517,23.756379821958458,25.8637713437268,2.879584261321455,3878.8,6.272636815920398,8.355885262116717,65.72106824925817,58.374164810690424,1016.3600148367952,1013.2773738872404,3.929772502472799,3.7044776119402987,37.650074294205055,14.482937685459941,21.00741839762611,ENE,SSE,ENE,23.23682256867112,23.088344469190794
SA,2013,20.49767483,244.5870827,0.455914286,20029821,114,404,9.97,754.75,0.1,8.207,1.16,22.42,11.014721189591079,22.673867854491462,15.893382899628254,21.2278603268945,1.433003802281369,1884.4,6.131476793248945,7.521527213647441,62.419642857142854,43.17274758004468,1018.0131696428572,1015.9061710037174,4.1623309053069715,4.418976545842217,42.5193740685544,16.485119047619047,20.192995529061104,W,N,WSW,22.509505703422054,22.526636225266362
TAS,2013,13.05828324,1266.557961,0.273548571,67863033,103,378,47.45,745.05,0.06,4.924,0.69,16.39,8.21379821958457,18.100891530460625,11.97529761904762,16.60848214285714,2.17,1453.9,3.603560830860534,6.265578635014837,72.60565476190476,55.48511904761905,1014.03353115727,1012.3216617210683,NA,NA,43.15639097744361,13.186011904761905,18.18452380952381,NW,NNW,NNW,24.47761194029851,24.47761194029851
VIC,2013,16.57144395,631.2196459,0.820645714,96164447,135,610,30.2,1305.52,0.18,14.773,2.08,40.21,9.096076669661576,20.371548367774782,13.377186654643824,18.880305755395682,1.7130821078431373,5591.5,4.2806779661016945,6.703021276595745,73.81167268351383,52.99819765695404,1017.422235540905,1015.5880395683453,5.237399905793688,5.3298068077276906,42.93637454981993,16.164519029068025,20.576692630317556,N,N,N,24.448529411764707,24.448529411764707
WA,2013,22.14189038,271.1484278,0.683871429,40711958,116,470,14.6,990.76,0.15,12.311,1.73,28.34,11.876338147833476,22.981172970675733,17.384481292517005,21.24294217687075,2.665255347010039,6106.1,4.7722,8.116165413533835,68.7314974182444,54.20404649160568,1017.1600396628656,1015.1478670634921,4.02,4.099025974025974,40.21303258145363,14.230507030251385,18.070242656449555,WSW,E,SW,27.45525971191619,27.498908773461373
NSW,2014,19.01558771,487.7898912,1.140428571,132228681,159,600,27.82,1109.48,0.25,20.865,3.02,36.61,13.423045647754574,24.08625207602879,17.93171993349344,22.63110577810596,2.29885801294252,12078.2,6.256160458452722,7.71850613154961,68.55892691951897,51.37493067110372,1018.6609427609428,1016.0407971339006,4.3310955141898075,4.360436893203883,39.0120607194843,12.86863425925926,17.754003472892148,NE,NW,NE,21.678720974495622,21.697754092120288
NT,2014,27.50249431,460.3203247,0.182468571,16382414,104,437,24.12,597.91,0.04,3.338,0.48,11.84,17.708533145275034,32.02052341597796,24.147536433032617,30.66941176470588,2.2500353857041757,3179.3,7.6256554307116104,9.294839609483962,52.39943542695836,34.3426724137931,1014.7375603032391,1010.8115463917526,3.0986784140969164,3.4787610619469027,41.02319044272664,14.991034482758621,18.120192307692307,E,ESE,ESE,14.437367303609342,14.508138711960367
QLD,2014,23.44709067,525.9513296,1.003577143,120811766,153,562,22.8,1411.78,0.22,18.361,2.66,49.69,18.793835616438358,27.81973954763537,23.912885538039752,26.05061728395062,3.1073305670816045,4493.2,6.604070305272895,8.41875,64.40986977381769,57.229766803840874,1016.8992465753424,1013.8216438356164,3.9624885635864593,3.820798514391829,37.47826086956522,14.599586492074431,21.526134800550206,ENE,SSE,ENE,20.677731673582294,20.816044260027663
SA,2014,20.38589055,221.0943779,0.456171429,20702807,116,533,11.87,843.54,0.1,8.346,1.21,25.05,11.187260273972603,23.42294520547945,16.333013698630136,21.977534246575342,1.2319723183391003,1780.2,6.594083812654067,7.866732283464567,62.0692254969157,42.182381280110114,1018.773406442769,1016.6867032213845,4.127272727272727,4.1191222570532915,41.21443442054129,15.736769759450171,19.45392022008253,W,NE,WSW,17.854671280276815,17.842323651452283
TAS,2014,12.82922855,1153.302941,0.273702857,54476639,113,513,59.1,697.58,0.06,5.008,0.72,15.35,8.45109589041096,18.816027397260275,12.388356164383561,17.315890410958904,1.4716850828729282,1065.5,3.622802197802198,6.644230769230769,72.43543956043956,54.292984869326,1015.5487603305785,1013.8251546391753,5.465,5.29426433915212,40.21212121212121,11.487671232876712,16.675342465753424,NNW,NNW,NNW,20.441988950276244,20.441988950276244
VIC,2014,16.50218693,573.6620299,0.821108571,101391018,143,545,34.05,1207.86,0.18,15.023,2.17,37.2,9.644417009602195,21.43205268935236,14.027997799779978,19.900823271130626,1.3321538893569222,4743.8,4.8141363446256795,6.932504363001745,74.21012101210121,51.64617073840242,1018.3742112482853,1016.5108671789243,5.23696682464455,5.085603112840467,41.49214226633581,15.354732510288066,19.49464726873456,N,N,S,20.219039595619208,20.219039595619208
WA,2014,22.03446748,254.9572265,0.684257143,35078759,119,446,14.73,954.19,0.15,12.519,1.81,27.29,12.152197802197803,23.528453689167975,17.78711198428291,21.85019638648861,1.9078915418858762,4714.4,5.248263254113345,8.27302676733013,66.67872591427448,52.35731132075472,1018.0465722120658,1016.0367963386727,4.137601177336276,3.906344410876133,40.136132902630365,13.974489795918368,18.280157170923378,SW,E,SW,23.108053419668153,23.058252427184467
NSW,2015,19.11607528,592.3575849,1.141071429,143328327,171,504,29.8,1066.04,0.25,20.869,3.15,35.18,13.285659128516272,23.649687844289385,17.68062798384135,22.191589666226665,2.9615194211728864,15553.9,6.122943172179814,7.5657271702367535,70.54318265343623,53.45837266377195,1019.570043956044,1017.0851372118551,4.534548662158189,4.574101574101574,38.549700598802396,13.027602815857724,17.688474705211107,S,SW,NE,24.504950495049506,24.504950495049506
NT,2015,27.48046947,537.2745269,0.182571429,22676181,101,344,22.04,689.74,0.04,3.339,0.5,13.66,17.619572708476912,31.794555478980016,24.09174690508941,29.99546850998464,2.296286107290234,3338.8,7.575538894095595,9.266108786610879,50.40330350997935,32.997692307692304,1015.7849211788897,1011.8702331961591,3.255050505050505,3.5742115027829313,40.52635228848821,15.30637422892392,18.194921070693205,E,ESE,ESE,11.898211829436038,11.829436038514443
QLD,2015,23.50461482,636.2878084,1.004142857,124740149,156,540,27.66,1357.76,0.22,18.365,2.77,47.79,18.92827728208648,27.95206043956044,24.01987662782728,26.21365820178449,3.7502086230876217,5392.8,6.712026515151515,8.482424812030075,65.74242424242425,58.43241379310345,1017.5067808219178,1014.4175342465753,4.1256931608133085,3.921003717472119,37.06805157593123,14.559109874826147,21.0387811634349,ENE,SSE,ENE,24.33936022253129,24.200278164116828
SA,2015,20.57202085,266.8824709,0.456428571,28272042,138,559,11.88,826.19,0.1,8.348,1.26,24.54,10.92714187799863,22.876490747087047,15.89650205761317,21.379409746053536,0.977372764786795,1421.1,6.4057272727272725,7.3808026030368765,62.460481099656356,42.871389270976614,1020.3566323024055,1018.264993122421,4.305776892430279,4.264670658682634,40.4050894085282,15.2002772002772,19.098474341192787,WSW,N,WSW,16.643741403026134,16.643741403026134
TAS,2015,12.84801763,1442.391517,0.273857143,86923169,120,464,67.57,719.37,0.06,5.009,0.76,15.83,7.991232876712329,18.23095890410959,11.947534246575342,16.763786008230454,1.4260989010989011,1038.2,3.961878453038674,6.784806629834254,71.16186556927298,53.1771978021978,1016.6460273972602,1014.9347945205479,5.189003436426117,5.070588235294117,41.94052558782849,12.212328767123287,17.967078189300413,NNW,NNW,NNW,21.84065934065934,21.84065934065934
VIC,2015,16.54305609,681.7886537,0.821571429,111516990,153,529,35.92,1471.91,0.18,15.026,2.27,45.33,9.030872075357035,20.943829787234044,13.483834700698877,19.39808510638298,1.1974413646055437,3931.2,4.7719500924214415,6.7724919093851135,74.49582798459564,50.514753046824886,1019.8813585135547,1017.9528175449284,5.57958984375,5.460125664572257,41.7824163671551,15.28414701042238,19.9906823787339,N,N,S,20.22540359427353,20.2315661182206
WA,2015,21.97311127,299.261996,0.684642857,42669432,140,544,17.1,1135.12,0.15,12.522,1.89,32.46,12.02331240188383,23.660675039246467,17.73156862745098,22.211046269278867,1.7613501776549545,4461.5,5.285740570377185,8.270665742024965,66.71372549019608,50.69278866194247,1019.6947440585009,1017.5508683729433,3.78544061302682,3.7460732984293195,39.15416666666667,13.992540243423635,18.000417188151857,SW,E,SW,22.14765100671141,22.14765100671141
NSW,2016,18.99221919,572.9948713,1.141714286,121710949,161,676,28.36,1126.09,0.25,20.506,3.28,37.16,13.646602658788774,24.203429835884197,18.18293446244477,22.697806072477963,2.7505785740948117,14737.6,6.5398093508851565,7.81188679245283,69.48421052631579,52.68215501702383,1017.3103229892337,1014.7294552364865,5.068399452804377,4.930635838150289,39.099639133921414,13.557489353823366,18.442516268980476,NE,NW,NE,21.724524076147816,21.70991226432705
NT,2016,27.58080346,573.3031046,0.182674286,24997231,118,496,28.76,671.49,0.04,3.281,0.52,13.3,18.586905582356994,31.99614855570839,24.51625344352617,29.386885245901638,2.084057971014493,3019.8,7.912474645030426,9.097430406852249,56.069559228650135,36.095628415300546,1014.3982228298017,1010.5507871321013,3.892523364485981,4.458950201884253,39.13441238564391,14.404728789986091,17.440418118466898,E,ESE,ESE,16.21808143547274,16.298342541436465
QLD,2016,23.71783121,696.7055984,1.004708571,149368696,134,434,35.83,1405.17,0.22,18.045,2.88,49.46,19.555099247091032,28.378067169294038,24.56361149110807,26.6622009569378,2.8580318379160636,3949.8,7.2888772298006295,8.332088285229203,66.40219629375429,59.8027397260274,1016.3041723666211,1013.2136021872864,4.503363228699552,4.412639405204461,35.67707594038325,13.934156378600823,20.40918437285812,ENE,SSE,ENE,21.924746743849493,21.924746743849493
SA,2016,20.46286264,248.6198857,0.456685714,18564857,120,473,11.15,891.85,0.1,8.202,1.31,26.49,10.988456284153006,22.55632262474368,15.760860655737705,21.084268125854994,1.8637931034482758,2702.5,6.562954279015241,7.82183908045977,65.73214285714286,46.4238683127572,1017.1336978810663,1015.0979480164159,4.47781217750258,5.124783362218371,41.7431129476584,15.744535519125684,19.641148325358852,WSW,N,WSW,23.862068965517242,23.93103448275862
TAS,2016,12.98011926,1493.52713,0.274011429,76172391,122,420,60.86,717.72,0.06,4.921,0.79,15.79,9.173770491803278,18.59275956284153,12.862431693989071,17.184426229508198,2.3275956284153008,1703.8,3.877049180327869,6.390410958904109,71.78688524590164,55.0437756497948,1012.3836065573771,1010.6568306010929,5.625204582651391,5.508885298869144,43.19834710743802,13.280054644808743,18.433060109289617,NNW,NNW,NNW,26.09289617486339,26.229508196721312
VIC,2016,16.5257273,695.4255557,0.822034286,119972280,158,688,22.56,1436.44,0.18,14.764,2.36,44.24,9.659117896522476,20.43728094968909,13.613139304888387,18.934303475558067,1.8860227272727272,6638.8,4.765910413030832,6.6180614087898855,75.72992081447964,54.6439672223792,1016.4375635952515,1014.6287733182589,5.650780261493041,5.687986171132239,42.12870190977027,15.15464480874317,19.774801858431264,N,N,N,26.988636363636363,27.009372337404148
WA,2016,21.90606778,304.7528445,0.685028571,34343135,150,647,13.12,1094.8,0.15,12.303,1.97,31.31,11.382770800627943,22.40829383886256,16.866692820714004,21.15066119471044,2.348357736446379,5934.3,5.522535211267606,8.324053826745164,68.65776031434184,52.07204742362061,1017.6404924760602,1015.6057911536708,4.3949246629659005,3.9529025191675795,40.693023255813955,14.805098039215686,18.39033287733698,SW,E,SW,27.85912148793035,27.85912148793035
NSW,2017,19.05279753,530.6340758,1.142357143,98146017,155,564,29.04,1319.23,0.25,19.865,3.41,43.53,21.52,28.886666666666667,24.706666666666667,27.32857142857143,0.061538461538461535,0.8,6.933333333333334,0,72.64285714285714,61.76923076923077,1006.8538461538461,1005.3076923076923,7.777777777777778,5.8,31.357142857142858,10.133333333333333,15.642857142857142,S,E,SSE,0,50
NT,2017,27.44127364,513.4109566,0.182777143,18392780,125,461,22.06,663.48,0.04,3.178,0.55,13.14,22.6,31.475,25.625,31.366666666666667,22.53333333333333,67.6,12,6.3,73.75,47,1004.975,1002.325,5.75,7,42.5,16.5,22.25,E,E,E,66.66666666666666,50
QLD,2017,23.56765266,599.3078647,1.005274286,112429841,143,545,28.54,1618.67,0.22,17.481,3,56.98,24.275,33.1,30.725,30.925,0,0,8.9,12.2,62.75,67.25,1005.425,1002.85,1,2,37.5,12.75,24,ENE,ENE,ENE,0,0
SA,2017,20.48974585,231.889728,0.456942857,20669038,132,409,12.68,969.05,0.1,7.946,1.36,28.78,15.25,24.3,17.7,22.7,0.3,1.2,6.6,10.6,79.75,55,1010.55,1011.225,7.5,8,45,23.25,24.5,SW,SW,SW,25,0
TAS,2017,13.13087934,1331.601268,0.274165714,66085019,122,504,73.51,754.02,0.06,4.768,0.82,16.59,14.7,19,16.3,17.55,0.7,1.4,3.8,NA,86.5,83,1005.2,1003.8,8,7.5,38.5,9,14,NW,ESE,NW,50,50
VIC,2017,16.77525938,616.4607658,0.822497143,87807397,157,610,24.17,1398.13,0.18,14.303,2.45,43.06,15.120000000000001,22.48,17.3,20.98,0.26,2.6,8.1,4.75,81.3,64.1,1007.11,1008.08,6.571428571428571,7.125,40.3,11.7,19.8,SW,WSW,WSW,10,30
WA,2017,22.17885832,268.17469,0.685414286,39543479,133,583,16.08,1046.96,0.15,11.919,2.04,29.94,12.600000000000001,27.97142857142857,20.283333333333335,27.15,0,0,12.6,13.3,52.5,34.5,1018.7,1015.0833333333334,0,0,45.666666666666664,16.666666666666668,18.333333333333332,SE,E,E,0,0
